title,location,price_raw,price_value,bhk,bathrooms,super_area_sqft,carpet_area_sqft,rent_real,initial_monthly_rent,property_price,interest_rate,down_payment_percent,down_payment,loan_amount,monthly_emi,effective_rent,total_tax_buy,total_tax_rent,final_buying_cost,final_renting_cost,decision,search_text
"3 BHK Flat for Sale in DS Max Sista Grand, Banashankari, Bangalore","ds max sista grand, banashankari, bangalore",₹1.36 Cr,13600000,3,2,,987.0,70000.0,70000.0,13600000,8.5,0.25,3400000.0,10200000.0,88518.0,88518.0,2040000.0,4200000.0,15640000.0,21000000.0,BUY,"3 BHK Flat for Sale in DS Max Sista Grand, Banashankari, Bangalore located in ds max sista grand, banashankari, bangalore"
"2 BHK Flat for Sale in Sobha Brooklyn Towers Town Park, Attibele, Bangalore","sobha brooklyn towers town park, attibele, bangalore",₹1.20 Cr,12000000,2,2,841.0,,43000.0,43000.0,12000000,8.5,0.25,3000000.0,9000000.0,78104.0,78104.0,1800000.0,2580000.0,13800000.0,12900000.0,RENT,"2 BHK Flat for Sale in Sobha Brooklyn Towers Town Park, Attibele, Bangalore located in sobha brooklyn towers town park, attibele, bangalore"
"3 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore","prestige raintree park, varthur, bangalore",₹2.97 Cr,29700000,3,3,,2020.0,70000.0,70000.0,29700000,8.5,0.25,7425000.0,22275000.0,193308.0,193308.0,4455000.0,4200000.0,34155000.0,21000000.0,RENT,"3 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore located in prestige raintree park, varthur, bangalore"
"3 BHK Flat for Sale in Total Environment Pursuit of a Radical Rhapsody Phase 3, Whitefield, Bangalore","total environment pursuit of a radical rhapsody phase 3, whitefield, bangalore",₹6 Cr,60000000,3,3,2700.0,,70000.0,70000.0,60000000,8.5,0.25,15000000.0,45000000.0,390520.0,390520.0,9000000.0,4200000.0,69000000.0,21000000.0,RENT,"3 BHK Flat for Sale in Total Environment Pursuit of a Radical Rhapsody Phase 3, Whitefield, Bangalore located in total environment pursuit of a radical rhapsody phase 3, whitefield, bangalore"
"4 BHK Flat for Sale in Godrej Park Retreat, Sarjapur Road, Bangalore","godrej park retreat, sarjapur road, bangalore",₹2.70 Cr,27000000,4,3,,1500.0,195000.0,195000.0,27000000,8.5,0.25,6750000.0,20250000.0,175734.0,175734.0,4050000.0,11700000.0,31050000.0,58500000.0,BUY,"4 BHK Flat for Sale in Godrej Park Retreat, Sarjapur Road, Bangalore located in godrej park retreat, sarjapur road, bangalore"
2 BHK Farm House for Sale in Nelamangala Road Bangalore,nelamangala road bangalore,₹85 Lac,8500000,2,2,,1230.0,43000.0,43000.0,8500000,8.5,0.25,2125000.0,6375000.0,55324.0,55324.0,1275000.0,2580000.0,9775000.0,12900000.0,BUY,2 BHK Farm House for Sale in Nelamangala Road Bangalore located in nelamangala road bangalore
4 BHK Villa for Sale in Hennur Gardens Bangalore,hennur gardens bangalore,₹4.66 Cr,46600000,4,3,,3127.0,195000.0,195000.0,46600000,8.5,0.25,11650000.0,34950000.0,303304.0,303304.0,6990000.0,11700000.0,53590000.0,58500000.0,BUY,4 BHK Villa for Sale in Hennur Gardens Bangalore located in hennur gardens bangalore
"2 BHK Flat for Sale in Block 6th Jayanagar, Bangalore","block 6th jayanagar, bangalore",₹1.15 Cr,11500000,2,2,,900.0,43000.0,43000.0,11500000,8.5,0.25,2875000.0,8625000.0,74850.0,74850.0,1725000.0,2580000.0,13225000.0,12900000.0,RENT,"2 BHK Flat for Sale in Block 6th Jayanagar, Bangalore located in block 6th jayanagar, bangalore"
"3 BHK Flat for Sale in Prestige Lavender Fields, Varthur, Bangalore","prestige lavender fields, varthur, bangalore",₹1.85 Cr,18500000,3,2,,1428.0,70000.0,70000.0,18500000,8.5,0.25,4625000.0,13875000.0,120410.0,120410.0,2775000.0,4200000.0,21275000.0,21000000.0,RENT,"3 BHK Flat for Sale in Prestige Lavender Fields, Varthur, Bangalore located in prestige lavender fields, varthur, bangalore"
"3 BHK Flat for Sale in Purva Park Hill, Vajarahalli, Vajarahalli, Bangalore","purva park hill, vajarahalli, vajarahalli, bangalore",₹2.35 Cr,23500000,3,3,1932.0,,70000.0,70000.0,23500000,8.5,0.25,5875000.0,17625000.0,152954.0,152954.0,3525000.0,4200000.0,27025000.0,21000000.0,RENT,"3 BHK Flat for Sale in Purva Park Hill, Vajarahalli, Vajarahalli, Bangalore located in purva park hill, vajarahalli, vajarahalli, bangalore"
"2 BHK Flat for Sale in Godrej Ananda, Bagalur Colony, Bangalore","godrej ananda, bagalur colony, bangalore",₹72 Lac,7200000,2,2,,530.0,43000.0,43000.0,7200000,8.5,0.25,1800000.0,5400000.0,46862.0,46862.0,1080000.0,2580000.0,8280000.0,12900000.0,BUY,"2 BHK Flat for Sale in Godrej Ananda, Bagalur Colony, Bangalore located in godrej ananda, bagalur colony, bangalore"
"3 BHK Flat for Sale in Srikanth Sathvik Nandanam, Kaggadasapura, Indira nagar, Bangalore","srikanth sathvik nandanam, kaggadasapura, indira nagar, bangalore",₹1.74 Cr,17400000,3,3,1505.0,,70000.0,70000.0,17400000,8.5,0.25,4350000.0,13050000.0,113251.0,113251.0,2610000.0,4200000.0,20010000.0,21000000.0,BUY,"3 BHK Flat for Sale in Srikanth Sathvik Nandanam, Kaggadasapura, Indira nagar, Bangalore located in srikanth sathvik nandanam, kaggadasapura, indira nagar, bangalore"
"3 BHK Flat for Sale in Karle Vario Homes, Hebbal, Bangalore","karle vario homes, hebbal, bangalore",₹2.45 Cr,24500000,3,3,,1200.0,70000.0,70000.0,24500000,8.5,0.25,6125000.0,18375000.0,159463.0,159463.0,3675000.0,4200000.0,28175000.0,21000000.0,RENT,"3 BHK Flat for Sale in Karle Vario Homes, Hebbal, Bangalore located in karle vario homes, hebbal, bangalore"
"3 BHK Flat for Sale in Prestige Lavender Fields, Varthur, Bangalore","prestige lavender fields, varthur, bangalore",₹2.10 Cr,21000000,3,3,,1100.0,70000.0,70000.0,21000000,8.5,0.25,5250000.0,15750000.0,136682.0,136682.0,3150000.0,4200000.0,24150000.0,21000000.0,RENT,"3 BHK Flat for Sale in Prestige Lavender Fields, Varthur, Bangalore located in prestige lavender fields, varthur, bangalore"
4 BHK Villa for Sale in Varthur Bangalore,varthur bangalore,₹2.69 Cr,26900000,4,4,2518.0,,195000.0,195000.0,26900000,8.5,0.25,6725000.0,20175000.0,175083.0,175083.0,4035000.0,11700000.0,30935000.0,58500000.0,BUY,4 BHK Villa for Sale in Varthur Bangalore located in varthur bangalore
"3 BHK Flat for Sale in SBR Magnus, Bidarahalli, Bangalore","sbr magnus, bidarahalli, bangalore",₹1.15 Cr,11500000,3,2,1342.0,,70000.0,70000.0,11500000,8.5,0.25,2875000.0,8625000.0,74850.0,74850.0,1725000.0,4200000.0,13225000.0,21000000.0,BUY,"3 BHK Flat for Sale in SBR Magnus, Bidarahalli, Bangalore located in sbr magnus, bidarahalli, bangalore"
4 BHK Villa for Sale in Gokare Bangalore,gokare bangalore,₹7 Cr,70000000,4,4,,2667.0,195000.0,195000.0,70000000,8.5,0.25,17500000.0,52500000.0,455607.0,455607.0,10500000.0,11700000.0,80500000.0,58500000.0,RENT,4 BHK Villa for Sale in Gokare Bangalore located in gokare bangalore
"3 BHK Flat for Sale in Barca At Godrej MSR City, Devanahalli, Bangalore","barca at godrej msr city, devanahalli, bangalore",₹2.25 Cr,22500000,3,3,,1330.0,70000.0,70000.0,22500000,8.5,0.25,5625000.0,16875000.0,146445.0,146445.0,3375000.0,4200000.0,25875000.0,21000000.0,RENT,"3 BHK Flat for Sale in Barca At Godrej MSR City, Devanahalli, Bangalore located in barca at godrej msr city, devanahalli, bangalore"
"3 BHK Flat for Sale in Assetz Marq 3.0, Kannamangala, Bangalore","assetz marq 3.0, kannamangala, bangalore",₹2.05 Cr,20500000,3,1,,1050.0,70000.0,70000.0,20500000,8.5,0.25,5125000.0,15375000.0,133428.0,133428.0,3075000.0,4200000.0,23575000.0,21000000.0,RENT,"3 BHK Flat for Sale in Assetz Marq 3.0, Kannamangala, Bangalore located in assetz marq 3.0, kannamangala, bangalore"
"2 BHK Flat for Sale in Pioneer Krs Park Royal Wing 2, Mysore Road, Bangalore","pioneer krs park royal wing 2, mysore road, bangalore",₹1.49 Cr,14900000,2,2,1301.0,,43000.0,43000.0,14900000,8.5,0.25,3725000.0,11175000.0,96979.0,96979.0,2235000.0,2580000.0,17135000.0,12900000.0,RENT,"2 BHK Flat for Sale in Pioneer Krs Park Royal Wing 2, Mysore Road, Bangalore located in pioneer krs park royal wing 2, mysore road, bangalore"
"2 BHK Flat for Sale in The Grand Strand Address, Whitefield, Bangalore","the grand strand address, whitefield, bangalore",₹1.85 Cr,18500000,2,2,1217.0,,43000.0,43000.0,18500000,8.5,0.25,4625000.0,13875000.0,120410.0,120410.0,2775000.0,2580000.0,21275000.0,12900000.0,RENT,"2 BHK Flat for Sale in The Grand Strand Address, Whitefield, Bangalore located in the grand strand address, whitefield, bangalore"
"3 BHK Flat for Sale in Assetz Bloom & Dell, Doddabanahalli, Bangalore","assetz bloom & dell, doddabanahalli, bangalore",₹2.30 Cr,23000000,3,3,,1296.0,70000.0,70000.0,23000000,8.5,0.25,5750000.0,17250000.0,149700.0,149700.0,3450000.0,4200000.0,26450000.0,21000000.0,RENT,"3 BHK Flat for Sale in Assetz Bloom & Dell, Doddabanahalli, Bangalore located in assetz bloom & dell, doddabanahalli, bangalore"
"3 BHK Flat for Sale in Concorde Mayfair, Yelahanka, Bangalore","concorde mayfair, yelahanka, bangalore",₹1.75 Cr,17500000,3,2,,1402.0,70000.0,70000.0,17500000,8.5,0.25,4375000.0,13125000.0,113902.0,113902.0,2625000.0,4200000.0,20125000.0,21000000.0,BUY,"3 BHK Flat for Sale in Concorde Mayfair, Yelahanka, Bangalore located in concorde mayfair, yelahanka, bangalore"
"2 BHK Flat for Sale in Mahendra Arto Helix, Electronic City, Bangalore","mahendra arto helix, electronic city, bangalore",₹1.15 Cr,11500000,2,2,,717.0,43000.0,43000.0,11500000,8.5,0.25,2875000.0,8625000.0,74850.0,74850.0,1725000.0,2580000.0,13225000.0,12900000.0,RENT,"2 BHK Flat for Sale in Mahendra Arto Helix, Electronic City, Bangalore located in mahendra arto helix, electronic city, bangalore"
"2 BHK Flat for Sale in Prestige Lavender Fields, Varthur, Bangalore","prestige lavender fields, varthur, bangalore",₹1.50 Cr,15000000,2,2,1084.0,,43000.0,43000.0,15000000,8.5,0.25,3750000.0,11250000.0,97630.0,97630.0,2250000.0,2580000.0,17250000.0,12900000.0,RENT,"2 BHK Flat for Sale in Prestige Lavender Fields, Varthur, Bangalore located in prestige lavender fields, varthur, bangalore"
"3 BHK Flat for Sale in Birla Evara, Doddakannelli, Bangalore","birla evara, doddakannelli, bangalore",₹1.95 Cr,19500000,3,3,,1275.0,70000.0,70000.0,19500000,8.5,0.25,4875000.0,14625000.0,126919.0,126919.0,2925000.0,4200000.0,22425000.0,21000000.0,RENT,"3 BHK Flat for Sale in Birla Evara, Doddakannelli, Bangalore located in birla evara, doddakannelli, bangalore"
4 BHK Villa for Sale in Kammasandra Bangalore,kammasandra bangalore,₹4 Cr,40000000,4,4,3560.0,,195000.0,195000.0,40000000,8.5,0.25,10000000.0,30000000.0,260347.0,260347.0,6000000.0,11700000.0,46000000.0,58500000.0,BUY,4 BHK Villa for Sale in Kammasandra Bangalore located in kammasandra bangalore
"2 BHK Flat for Sale in Godrej Splendour, Whitefield, Bangalore","godrej splendour, whitefield, bangalore",₹1.35 Cr,13500000,2,2,1180.0,,43000.0,43000.0,13500000,8.5,0.25,3375000.0,10125000.0,87867.0,87867.0,2025000.0,2580000.0,15525000.0,12900000.0,RENT,"2 BHK Flat for Sale in Godrej Splendour, Whitefield, Bangalore located in godrej splendour, whitefield, bangalore"
4 BHK Villa for Sale in Whitefield Bangalore,whitefield bangalore,₹5.50 Cr,55000000,4,7,,2800.0,195000.0,195000.0,55000000,8.5,0.25,13750000.0,41250000.0,357977.0,357977.0,8250000.0,11700000.0,63250000.0,58500000.0,RENT,4 BHK Villa for Sale in Whitefield Bangalore located in whitefield bangalore
"3 BHK Flat for Sale in Block 4th Stage 6th Banashankari, Bangalore","block 4th stage 6th banashankari, bangalore",₹1.90 Cr,19000000,3,3,,1500.0,70000.0,70000.0,19000000,8.5,0.25,4750000.0,14250000.0,123665.0,123665.0,2850000.0,4200000.0,21850000.0,21000000.0,RENT,"3 BHK Flat for Sale in Block 4th Stage 6th Banashankari, Bangalore located in block 4th stage 6th banashankari, bangalore"
"3 BHK Flat for Sale in Prestige Park Grove, Whitefield, Bangalore","prestige park grove, whitefield, bangalore",₹2.78 Cr,27799999,3,3,,1203.0,70000.0,70000.0,27799999,8.5,0.25,6949999.75,20849999.25,180941.0,180941.0,4169999.85,4200000.0,31969998.85,21000000.0,RENT,"3 BHK Flat for Sale in Prestige Park Grove, Whitefield, Bangalore located in prestige park grove, whitefield, bangalore"
"3 BHK Flat for Sale in Godrej Woodscapes, Budigere Cross, Bangalore","godrej woodscapes, budigere cross, bangalore",₹1.93 Cr,19300000,3,2,,1000.0,70000.0,70000.0,19300000,8.5,0.25,4825000.0,14475000.0,125617.0,125617.0,2895000.0,4200000.0,22195000.0,21000000.0,RENT,"3 BHK Flat for Sale in Godrej Woodscapes, Budigere Cross, Bangalore located in godrej woodscapes, budigere cross, bangalore"
"3 BHK Flat for Sale in Block 5th Jayanagar, Bangalore","block 5th jayanagar, bangalore",₹3.85 Cr,38500000,3,3,,2100.0,70000.0,70000.0,38500000,8.5,0.25,9625000.0,28875000.0,250584.0,250584.0,5775000.0,4200000.0,44275000.0,21000000.0,RENT,"3 BHK Flat for Sale in Block 5th Jayanagar, Bangalore located in block 5th jayanagar, bangalore"
"3 BHK Flat for Sale in Bengaluru Kanakapura Road, Bangalore","bengaluru kanakapura road, bangalore",₹1.34 Cr,13400000,3,3,,1314.0,70000.0,70000.0,13400000,8.5,0.25,3350000.0,10050000.0,87216.0,87216.0,2010000.0,4200000.0,15410000.0,21000000.0,BUY,"3 BHK Flat for Sale in Bengaluru Kanakapura Road, Bangalore located in bengaluru kanakapura road, bangalore"
"2 BHK Flat for Sale in Prestige Lakeside Habitat, Gunjur, Bangalore","prestige lakeside habitat, gunjur, bangalore",₹1.50 Cr,15000000,2,2,1216.0,,43000.0,43000.0,15000000,8.5,0.25,3750000.0,11250000.0,97630.0,97630.0,2250000.0,2580000.0,17250000.0,12900000.0,RENT,"2 BHK Flat for Sale in Prestige Lakeside Habitat, Gunjur, Bangalore located in prestige lakeside habitat, gunjur, bangalore"
"3 BHK Flat for Sale in Embassy Heritage, Malleshwaram, Bangalore","embassy heritage, malleshwaram, bangalore",₹2.10 Cr,21000000,3,3,,1500.0,70000.0,70000.0,21000000,8.5,0.25,5250000.0,15750000.0,136682.0,136682.0,3150000.0,4200000.0,24150000.0,21000000.0,RENT,"3 BHK Flat for Sale in Embassy Heritage, Malleshwaram, Bangalore located in embassy heritage, malleshwaram, bangalore"
"3 BHK Flat for Sale in Eeshanya Aaroha, Soukya Road, Bangalore","eeshanya aaroha, soukya road, bangalore",₹1 Cr,10000000,3,2,,883.0,70000.0,70000.0,10000000,8.5,0.25,2500000.0,7500000.0,65087.0,65087.0,1500000.0,4200000.0,11500000.0,21000000.0,BUY,"3 BHK Flat for Sale in Eeshanya Aaroha, Soukya Road, Bangalore located in eeshanya aaroha, soukya road, bangalore"
"3 BHK Flat for Sale in Gunjur, Bangalore","gunjur, bangalore",₹1.51 Cr,15100000,3,3,1545.0,,70000.0,70000.0,15100000,8.5,0.25,3775000.0,11325000.0,98281.0,98281.0,2265000.0,4200000.0,17365000.0,21000000.0,BUY,"3 BHK Flat for Sale in Gunjur, Bangalore located in gunjur, bangalore"
"3 BHK Flat for Sale in Total Environment Pursuit of a Radical Rhapsody, Whitefield, Bangalore","total environment pursuit of a radical rhapsody, whitefield, bangalore",₹6 Cr,60000000,3,3,,2403.0,70000.0,70000.0,60000000,8.5,0.25,15000000.0,45000000.0,390520.0,390520.0,9000000.0,4200000.0,69000000.0,21000000.0,RENT,"3 BHK Flat for Sale in Total Environment Pursuit of a Radical Rhapsody, Whitefield, Bangalore located in total environment pursuit of a radical rhapsody, whitefield, bangalore"
"2 BHK Flat for Sale in Concorde Antares, Mohammed Sab Palya, Bangalore","concorde antares, mohammed sab palya, bangalore",₹95.2 Lac,9520000,2,2,,622.0,43000.0,43000.0,9520000,8.5,0.25,2380000.0,7140000.0,61963.0,61963.0,1428000.0,2580000.0,10948000.0,12900000.0,BUY,"2 BHK Flat for Sale in Concorde Antares, Mohammed Sab Palya, Bangalore located in concorde antares, mohammed sab palya, bangalore"
"3 BHK Flat for Sale in Adarsh Palm Retreat Mayberry, Bellandur, Outer Ring Road, Bangalore","adarsh palm retreat mayberry, bellandur, outer ring road, bangalore",₹3.30 Cr,33000000,3,3,,1500.0,70000.0,70000.0,33000000,8.5,0.25,8250000.0,24750000.0,214786.0,214786.0,4950000.0,4200000.0,37950000.0,21000000.0,RENT,"3 BHK Flat for Sale in Adarsh Palm Retreat Mayberry, Bellandur, Outer Ring Road, Bangalore located in adarsh palm retreat mayberry, bellandur, outer ring road, bangalore"
"3 BHK Flat for Sale in Sobha Neopolis, Panathur, Bangalore","sobha neopolis, panathur, bangalore",₹2.80 Cr,28000000,3,3,1915.0,,70000.0,70000.0,28000000,8.5,0.25,7000000.0,21000000.0,182243.0,182243.0,4200000.0,4200000.0,32200000.0,21000000.0,RENT,"3 BHK Flat for Sale in Sobha Neopolis, Panathur, Bangalore located in sobha neopolis, panathur, bangalore"
4 BHK Villa for Sale in Devanahalli Bangalore,devanahalli bangalore,₹7 Cr,70000000,4,4,686.0,,195000.0,195000.0,70000000,8.5,0.25,17500000.0,52500000.0,455607.0,455607.0,10500000.0,11700000.0,80500000.0,58500000.0,RENT,4 BHK Villa for Sale in Devanahalli Bangalore located in devanahalli bangalore
"4 BHK Flat for Sale in Mantri Elite, Bannerghatta Main Road, Bangalore","mantri elite, bannerghatta main road, bangalore",₹5.25 Cr,52500000,4,4,3785.0,,195000.0,195000.0,52500000,8.5,0.25,13125000.0,39375000.0,341705.0,341705.0,7875000.0,11700000.0,60375000.0,58500000.0,RENT,"4 BHK Flat for Sale in Mantri Elite, Bannerghatta Main Road, Bangalore located in mantri elite, bannerghatta main road, bangalore"
"3 BHK Flat for Sale in Assetz Meru and Meadow, Doddakallasandra, Konanakunte, Bangalore","assetz meru and meadow, doddakallasandra, konanakunte, bangalore",₹2.95 Cr,29500000,3,3,,2111.0,70000.0,70000.0,29500000,8.5,0.25,7375000.0,22125000.0,192006.0,192006.0,4425000.0,4200000.0,33925000.0,21000000.0,RENT,"3 BHK Flat for Sale in Assetz Meru and Meadow, Doddakallasandra, Konanakunte, Bangalore located in assetz meru and meadow, doddakallasandra, konanakunte, bangalore"
"2 BHK Flat for Sale in ELV The Ivory Terraces, Borewell Road, Bangalore","elv the ivory terraces, borewell road, bangalore",₹1.65 Cr,16500000,2,2,,1150.0,43000.0,43000.0,16500000,8.5,0.25,4125000.0,12375000.0,107393.0,107393.0,2475000.0,2580000.0,18975000.0,12900000.0,RENT,"2 BHK Flat for Sale in ELV The Ivory Terraces, Borewell Road, Bangalore located in elv the ivory terraces, borewell road, bangalore"
"3 BHK Flat for Sale in Total Environment The Magic Faraway Tree, Kanakapura, Bangalore","total environment the magic faraway tree, kanakapura, bangalore",₹5.30 Cr,53000000,3,3,,1649.0,70000.0,70000.0,53000000,8.5,0.25,13250000.0,39750000.0,344960.0,344960.0,7950000.0,4200000.0,60950000.0,21000000.0,RENT,"3 BHK Flat for Sale in Total Environment The Magic Faraway Tree, Kanakapura, Bangalore located in total environment the magic faraway tree, kanakapura, bangalore"
"3 BHK Flat for Sale in Bhartiya City Nikoo Homes V Phase 1, Thirumenahalli, Bangalore","bhartiya city nikoo homes v phase 1, thirumenahalli, bangalore",₹1.91 Cr,19100000,3,3,,1600.0,70000.0,70000.0,19100000,8.5,0.25,4775000.0,14325000.0,124316.0,124316.0,2865000.0,4200000.0,21965000.0,21000000.0,RENT,"3 BHK Flat for Sale in Bhartiya City Nikoo Homes V Phase 1, Thirumenahalli, Bangalore located in bhartiya city nikoo homes v phase 1, thirumenahalli, bangalore"
"3 BHK Flat for Sale in Phase 2 Electronic City, Bangalore","phase 2 electronic city, bangalore",₹1.31 Cr,13100000,3,3,1445.0,,70000.0,70000.0,13100000,8.5,0.25,3275000.0,9825000.0,85264.0,85264.0,1965000.0,4200000.0,15065000.0,21000000.0,BUY,"3 BHK Flat for Sale in Phase 2 Electronic City, Bangalore located in phase 2 electronic city, bangalore"
"4 BHK Flat for Sale in Adarsh Tropica, Meenakshi Layout Choodasandra, Bangalore","adarsh tropica, meenakshi layout choodasandra, bangalore",₹2.32 Cr,23200000,4,4,1860.0,,195000.0,195000.0,23200000,8.5,0.25,5800000.0,17400000.0,151001.0,151001.0,3480000.0,11700000.0,26680000.0,58500000.0,BUY,"4 BHK Flat for Sale in Adarsh Tropica, Meenakshi Layout Choodasandra, Bangalore located in adarsh tropica, meenakshi layout choodasandra, bangalore"
"2 BHK Flat for Sale in SBR Global Queens Ville, Kumbalgodu, Bangalore","sbr global queens ville, kumbalgodu, bangalore",₹90 Lac,9000000,2,2,,1039.0,43000.0,43000.0,9000000,8.5,0.25,2250000.0,6750000.0,58578.0,58578.0,1350000.0,2580000.0,10350000.0,12900000.0,BUY,"2 BHK Flat for Sale in SBR Global Queens Ville, Kumbalgodu, Bangalore located in sbr global queens ville, kumbalgodu, bangalore"
"3 BHK Flat for Sale in G Corp Residences, Block 4 Koramangala, Bangalore","g corp residences, block 4 koramangala, bangalore",₹5.75 Cr,57500000,3,4,,1560.0,70000.0,70000.0,57500000,8.5,0.25,14375000.0,43125000.0,374249.0,374249.0,8625000.0,4200000.0,66125000.0,21000000.0,RENT,"3 BHK Flat for Sale in G Corp Residences, Block 4 Koramangala, Bangalore located in g corp residences, block 4 koramangala, bangalore"
