title,location,price_raw,price_value,bhk,bathrooms,super_area_sqft,carpet_area_sqft,rent_real,initial_monthly_rent,property_price,interest_rate,down_payment_percent,down_payment,loan_amount,monthly_emi,effective_rent,total_tax_buy,total_tax_rent,final_buying_cost,final_renting_cost,decision,search_text
"4 BHK Flat for Sale in SLV Golden Towers, Yelahanka, Bangalore","slv golden towers, yelahanka, bangalore",₹2.59 Cr,25900000,4,4,1999.0,,195000.0,195000.0,25900000,8.5,0.25,6475000.0,19425000.0,168575.0,168575.0,3885000.0,11700000.0,29785000.0,58500000.0,BUY,"4 BHK Flat for Sale in SLV Golden Towers, Yelahanka, Bangalore located in slv golden towers, yelahanka, bangalore"
"3 BHK Flat for Sale in Prestige Elm Park, Whitefield, Bangalore","prestige elm park, whitefield, bangalore",₹1.90 Cr,19000000,3,4,,1800.0,70000.0,70000.0,19000000,8.5,0.25,4750000.0,14250000.0,123665.0,123665.0,2850000.0,4200000.0,21850000.0,21000000.0,RENT,"3 BHK Flat for Sale in Prestige Elm Park, Whitefield, Bangalore located in prestige elm park, whitefield, bangalore"
"3 BHK Flat for Sale in Sobha Indraprastha, Rajajinagar, Bangalore","sobha indraprastha, rajajinagar, bangalore",₹3.90 Cr,39000000,3,3,,1600.0,70000.0,70000.0,39000000,8.5,0.25,9750000.0,29250000.0,253838.0,253838.0,5850000.0,4200000.0,44850000.0,21000000.0,RENT,"3 BHK Flat for Sale in Sobha Indraprastha, Rajajinagar, Bangalore located in sobha indraprastha, rajajinagar, bangalore"
"3 BHK Flat for Sale in Habitat Aura, Bannerghatta Main Road, Bangalore","habitat aura, bannerghatta main road, bangalore",₹2 Cr,20000000,3,2,,1400.0,70000.0,70000.0,20000000,8.5,0.25,5000000.0,15000000.0,130173.0,130173.0,3000000.0,4200000.0,23000000.0,21000000.0,RENT,"3 BHK Flat for Sale in Habitat Aura, Bannerghatta Main Road, Bangalore located in habitat aura, bannerghatta main road, bangalore"
"3 BHK Flat for Sale in Mathapathi Grand Field, Gunjur, Bangalore","mathapathi grand field, gunjur, bangalore",₹1.26 Cr,12600000,3,3,1585.0,,70000.0,70000.0,12600000,8.5,0.25,3150000.0,9450000.0,82009.0,82009.0,1890000.0,4200000.0,14490000.0,21000000.0,BUY,"3 BHK Flat for Sale in Mathapathi Grand Field, Gunjur, Bangalore located in mathapathi grand field, gunjur, bangalore"
"3 BHK Flat for Sale in Godrej Woods, Thanisandra, Bangalore","godrej woods, thanisandra, bangalore",₹2.91 Cr,29100000,3,3,,2010.0,70000.0,70000.0,29100000,8.5,0.25,7275000.0,21825000.0,189402.0,189402.0,4365000.0,4200000.0,33465000.0,21000000.0,RENT,"3 BHK Flat for Sale in Godrej Woods, Thanisandra, Bangalore located in godrej woods, thanisandra, bangalore"
"3 BHK Flat for Sale in Glen Classic, Hebbal, Bangalore","glen classic, hebbal, bangalore",₹2.50 Cr,25000000,3,3,,1200.0,70000.0,70000.0,25000000,8.5,0.25,6250000.0,18750000.0,162717.0,162717.0,3750000.0,4200000.0,28750000.0,21000000.0,RENT,"3 BHK Flat for Sale in Glen Classic, Hebbal, Bangalore located in glen classic, hebbal, bangalore"
"2 BHK Flat for Sale in Concorde Neo, Thanisandra Main Road, Bangalore","concorde neo, thanisandra main road, bangalore",₹1.09 Cr,10900000,2,2,1139.0,,43000.0,43000.0,10900000,8.5,0.25,2725000.0,8175000.0,70945.0,70945.0,1635000.0,2580000.0,12535000.0,12900000.0,BUY,"2 BHK Flat for Sale in Concorde Neo, Thanisandra Main Road, Bangalore located in concorde neo, thanisandra main road, bangalore"
4 BHK Villa for Sale in Hoskote Bangalore,hoskote bangalore,₹2.59 Cr,25900000,4,3,2650.0,,195000.0,195000.0,25900000,8.5,0.25,6475000.0,19425000.0,168575.0,168575.0,3885000.0,11700000.0,29785000.0,58500000.0,BUY,4 BHK Villa for Sale in Hoskote Bangalore located in hoskote bangalore
"4 BHK Flat for Sale in CKPC Winds of Change, Yelahanka, Bangalore","ckpc winds of change, yelahanka, bangalore",₹2.43 Cr,24300000,4,4,2353.0,,195000.0,195000.0,24300000,8.5,0.25,6075000.0,18225000.0,158161.0,158161.0,3645000.0,11700000.0,27945000.0,58500000.0,BUY,"4 BHK Flat for Sale in CKPC Winds of Change, Yelahanka, Bangalore located in ckpc winds of change, yelahanka, bangalore"
"3 BHK Flat for Sale in Amrutha Platinum Towers, Whitefield, Bangalore","amrutha platinum towers, whitefield, bangalore",₹1.78 Cr,17800000,3,3,1594.0,,70000.0,70000.0,17800000,8.5,0.25,4450000.0,13350000.0,115854.0,115854.0,2670000.0,4200000.0,20470000.0,21000000.0,BUY,"3 BHK Flat for Sale in Amrutha Platinum Towers, Whitefield, Bangalore located in amrutha platinum towers, whitefield, bangalore"
"3 BHK Flat for Sale in Ohana, Richmond Town, Richmond Town, Bangalore","ohana, richmond town, richmond town, bangalore",₹5 Cr,50000000,3,3,,2210.0,70000.0,70000.0,50000000,8.5,0.25,12500000.0,37500000.0,325434.0,325434.0,7500000.0,4200000.0,57500000.0,21000000.0,RENT,"3 BHK Flat for Sale in Ohana, Richmond Town, Richmond Town, Bangalore located in ohana, richmond town, richmond town, bangalore"
"4 BHK Flat for Sale in Prestige Park Grove, Whitefield, Bangalore","prestige park grove, whitefield, bangalore",₹4.80 Cr,48000000,4,5,,2700.0,195000.0,195000.0,48000000,8.5,0.25,12000000.0,36000000.0,312416.0,312416.0,7200000.0,11700000.0,55200000.0,58500000.0,BUY,"4 BHK Flat for Sale in Prestige Park Grove, Whitefield, Bangalore located in prestige park grove, whitefield, bangalore"
4 BHK Villa for Sale in Kanakapura Road Bangalore,kanakapura road bangalore,₹4.45 Cr,44500000,4,4,3318.0,,195000.0,195000.0,44500000,8.5,0.25,11125000.0,33375000.0,289636.0,289636.0,6675000.0,11700000.0,51175000.0,58500000.0,BUY,4 BHK Villa for Sale in Kanakapura Road Bangalore located in kanakapura road bangalore
"3 BHK Flat for Sale in Essem18 Kumaravana, RR Nagar, Bangalore","essem18 kumaravana, rr nagar, bangalore",₹2.16 Cr,21600000,3,3,1738.0,,70000.0,70000.0,21600000,8.5,0.25,5400000.0,16200000.0,140587.0,140587.0,3240000.0,4200000.0,24840000.0,21000000.0,RENT,"3 BHK Flat for Sale in Essem18 Kumaravana, RR Nagar, Bangalore located in essem18 kumaravana, rr nagar, bangalore"
"3 BHK Flat for Sale in Assetz 22 & Crest, Yeswanthpur, Bangalore","assetz 22 & crest, yeswanthpur, bangalore",₹2.28 Cr,22799999,3,2,1518.0,,70000.0,70000.0,22799999,8.5,0.25,5699999.75,17099999.25,148398.0,148398.0,3419999.85,4200000.0,26219998.85,21000000.0,RENT,"3 BHK Flat for Sale in Assetz 22 & Crest, Yeswanthpur, Bangalore located in assetz 22 & crest, yeswanthpur, bangalore"
"3 BHK Flat for Sale in Abhee Serenity Springs, Bommasandra, Bangalore","abhee serenity springs, bommasandra, bangalore",₹1.34 Cr,13400000,3,3,1595.0,,70000.0,70000.0,13400000,8.5,0.25,3350000.0,10050000.0,87216.0,87216.0,2010000.0,4200000.0,15410000.0,21000000.0,BUY,"3 BHK Flat for Sale in Abhee Serenity Springs, Bommasandra, Bangalore located in abhee serenity springs, bommasandra, bangalore"
"3 BHK Flat for Sale in The Adwaith By Sanjeevini, Gunjur, Bangalore","the adwaith by sanjeevini, gunjur, bangalore",₹2.15 Cr,21500000,3,3,1950.0,,70000.0,70000.0,21500000,8.5,0.25,5375000.0,16125000.0,139936.0,139936.0,3225000.0,4200000.0,24725000.0,21000000.0,RENT,"3 BHK Flat for Sale in The Adwaith By Sanjeevini, Gunjur, Bangalore located in the adwaith by sanjeevini, gunjur, bangalore"
"3 BHK Flat for Sale in Casagrand Promenade, Yelahanka, Bangalore","casagrand promenade, yelahanka, bangalore",₹2 Cr,20000000,3,3,2145.0,,70000.0,70000.0,20000000,8.5,0.25,5000000.0,15000000.0,130173.0,130173.0,3000000.0,4200000.0,23000000.0,21000000.0,RENT,"3 BHK Flat for Sale in Casagrand Promenade, Yelahanka, Bangalore located in casagrand promenade, yelahanka, bangalore"
"4 BHK Flat for Sale in Trendsquares Akino, Panathur, Bangalore","trendsquares akino, panathur, bangalore",₹2.12 Cr,21200000,4,4,1980.0,,195000.0,195000.0,21200000,8.5,0.25,5300000.0,15900000.0,137984.0,137984.0,3180000.0,11700000.0,24380000.0,58500000.0,BUY,"4 BHK Flat for Sale in Trendsquares Akino, Panathur, Bangalore located in trendsquares akino, panathur, bangalore"
"3 BHK Flat for Sale in Nandi Meraki, Begur Road, Bangalore","nandi meraki, begur road, bangalore",₹1.53 Cr,15300000,3,2,1335.0,,70000.0,70000.0,15300000,8.5,0.25,3825000.0,11475000.0,99583.0,99583.0,2295000.0,4200000.0,17595000.0,21000000.0,BUY,"3 BHK Flat for Sale in Nandi Meraki, Begur Road, Bangalore located in nandi meraki, begur road, bangalore"
"3 BHK Flat for Sale in High Life Towers, Thanisandra, Bangalore","high life towers, thanisandra, bangalore",₹1.72 Cr,17200000,3,3,1504.0,,70000.0,70000.0,17200000,8.5,0.25,4300000.0,12900000.0,111949.0,111949.0,2580000.0,4200000.0,19780000.0,21000000.0,BUY,"3 BHK Flat for Sale in High Life Towers, Thanisandra, Bangalore located in high life towers, thanisandra, bangalore"
"3 BHK Flat for Sale in KEYA THE URBAN FOREST, Sarjapur Road, Bangalore","keya the urban forest, sarjapur road, bangalore",₹2.30 Cr,23000000,3,3,1910.0,,70000.0,70000.0,23000000,8.5,0.25,5750000.0,17250000.0,149700.0,149700.0,3450000.0,4200000.0,26450000.0,21000000.0,RENT,"3 BHK Flat for Sale in KEYA THE URBAN FOREST, Sarjapur Road, Bangalore located in keya the urban forest, sarjapur road, bangalore"
"3 BHK Flat for Sale in SS Serenity, Sarjapura, Bangalore","ss serenity, sarjapura, bangalore",₹92.9 Lac,9290000,3,3,1415.0,,70000.0,70000.0,9290000,8.5,0.25,2322500.0,6967500.0,60466.0,60466.0,1393500.0,4200000.0,10683500.0,21000000.0,BUY,"3 BHK Flat for Sale in SS Serenity, Sarjapura, Bangalore located in ss serenity, sarjapura, bangalore"
"3 BHK Flat for Sale in Bilva Phase II By Bhavisha Homes, Sarjapur Road, Bangalore","bilva phase ii by bhavisha homes, sarjapur road, bangalore",₹1.70 Cr,17000000,3,3,1942.0,,70000.0,70000.0,17000000,8.5,0.25,4250000.0,12750000.0,110647.0,110647.0,2550000.0,4200000.0,19550000.0,21000000.0,BUY,"3 BHK Flat for Sale in Bilva Phase II By Bhavisha Homes, Sarjapur Road, Bangalore located in bilva phase ii by bhavisha homes, sarjapur road, bangalore"
5 BHK Villa for Sale in Whitefield Bangalore,whitefield bangalore,₹4.21 Cr,42100000,5,5,4583.0,,454999.5,454999.5,42100000,8.5,0.25,10525000.0,31575000.0,274015.0,274015.0,6315000.0,27299970.0,48415000.0,136499850.0,BUY,5 BHK Villa for Sale in Whitefield Bangalore located in whitefield bangalore
"2 BHK Flat for Sale in Pariwar Wise Palm Springs, Haralur Main Road, Bangalore","pariwar wise palm springs, haralur main road, bangalore",₹1.17 Cr,11700000,2,2,1065.0,,43000.0,43000.0,11700000,8.5,0.25,2925000.0,8775000.0,76151.0,76151.0,1755000.0,2580000.0,13455000.0,12900000.0,RENT,"2 BHK Flat for Sale in Pariwar Wise Palm Springs, Haralur Main Road, Bangalore located in pariwar wise palm springs, haralur main road, bangalore"
"3 BHK Flat for Sale in Aryan 1 Celeste, Yelahanka New Town, Bangalore","aryan 1 celeste, yelahanka new town, bangalore",₹1.61 Cr,16100000,3,3,1695.0,,70000.0,70000.0,16100000,8.5,0.25,4025000.0,12075000.0,104790.0,104790.0,2415000.0,4200000.0,18515000.0,21000000.0,BUY,"3 BHK Flat for Sale in Aryan 1 Celeste, Yelahanka New Town, Bangalore located in aryan 1 celeste, yelahanka new town, bangalore"
3 BHK Villa for Sale in Electronic City Bangalore,electronic city bangalore,₹2.56 Cr,25600000,3,3,2850.0,,70000.0,70000.0,25600000,8.5,0.25,6400000.0,19200000.0,166622.0,166622.0,3840000.0,4200000.0,29440000.0,21000000.0,RENT,3 BHK Villa for Sale in Electronic City Bangalore located in electronic city bangalore
"2 BHK Flat for Sale in V2 Vajra Elegance, Kengeri, Bangalore","v2 vajra elegance, kengeri, bangalore",₹99.5 Lac,9950000,2,2,1310.0,,43000.0,43000.0,9950000,8.5,0.25,2487500.0,7462500.0,64761.0,64761.0,1492500.0,2580000.0,11442500.0,12900000.0,BUY,"2 BHK Flat for Sale in V2 Vajra Elegance, Kengeri, Bangalore located in v2 vajra elegance, kengeri, bangalore"
5 BHK Villa for Sale in Varthur Bangalore,varthur bangalore,₹3.33 Cr,33300000,5,5,3182.0,,454999.5,454999.5,33300000,8.5,0.25,8325000.0,24975000.0,216739.0,216739.0,4995000.0,27299970.0,38295000.0,136499850.0,BUY,5 BHK Villa for Sale in Varthur Bangalore located in varthur bangalore
"3 BHK Flat for Sale in Trishul Happy Homes Trayam, Phase 1 Electronics City, Bangalore","trishul happy homes trayam, phase 1 electronics city, bangalore",₹70 Lac,7000000,3,3,1503.0,,70000.0,70000.0,7000000,8.5,0.25,1750000.0,5250000.0,45561.0,45561.0,1050000.0,4200000.0,8050000.0,21000000.0,BUY,"3 BHK Flat for Sale in Trishul Happy Homes Trayam, Phase 1 Electronics City, Bangalore located in trishul happy homes trayam, phase 1 electronics city, bangalore"
"3 BHK Flat for Sale in Multi Infinite, Mohammed Sab Palya, Bangalore","multi infinite, mohammed sab palya, bangalore",₹1.16 Cr,11600000,3,3,1423.0,,70000.0,70000.0,11600000,8.5,0.25,2900000.0,8700000.0,75501.0,75501.0,1740000.0,4200000.0,13340000.0,21000000.0,BUY,"3 BHK Flat for Sale in Multi Infinite, Mohammed Sab Palya, Bangalore located in multi infinite, mohammed sab palya, bangalore"
"3 BHK Flat for Sale in Brigade Insignia, Maruthi Nagar Yelahanka, Bangalore","brigade insignia, maruthi nagar yelahanka, bangalore",₹3.18 Cr,31800000,3,3,,1608.0,70000.0,70000.0,31800000,8.5,0.25,7950000.0,23850000.0,206976.0,206976.0,4770000.0,4200000.0,36570000.0,21000000.0,RENT,"3 BHK Flat for Sale in Brigade Insignia, Maruthi Nagar Yelahanka, Bangalore located in brigade insignia, maruthi nagar yelahanka, bangalore"
"3 BHK Flat for Sale in Mantri Serenity, Kanakapura Road, Bangalore","mantri serenity, kanakapura road, bangalore",₹1.40 Cr,14000000,3,2,1280.0,,70000.0,70000.0,14000000,8.5,0.25,3500000.0,10500000.0,91121.0,91121.0,2100000.0,4200000.0,16100000.0,21000000.0,BUY,"3 BHK Flat for Sale in Mantri Serenity, Kanakapura Road, Bangalore located in mantri serenity, kanakapura road, bangalore"
3 BHK Villa for Sale in Sarjapura Bangalore,sarjapura bangalore,₹2 Cr,20000000,3,2,,1080.0,70000.0,70000.0,20000000,8.5,0.25,5000000.0,15000000.0,130173.0,130173.0,3000000.0,4200000.0,23000000.0,21000000.0,RENT,3 BHK Villa for Sale in Sarjapura Bangalore located in sarjapura bangalore
"3 BHK Flat for Sale in Adarsh Premia, Stage 2nd Banashankari, Bangalore","adarsh premia, stage 2nd banashankari, bangalore",₹3.95 Cr,39500000,3,3,,1420.0,70000.0,70000.0,39500000,8.5,0.25,9875000.0,29625000.0,257093.0,257093.0,5925000.0,4200000.0,45425000.0,21000000.0,RENT,"3 BHK Flat for Sale in Adarsh Premia, Stage 2nd Banashankari, Bangalore located in adarsh premia, stage 2nd banashankari, bangalore"
4 BHK Villa for Sale in Sarjapur Road Bangalore,sarjapur road bangalore,₹8.01 Cr,80100000,4,5,3939.0,,195000.0,195000.0,80100000,8.5,0.25,20025000.0,60075000.0,521345.0,521345.0,12015000.0,11700000.0,92115000.0,58500000.0,RENT,4 BHK Villa for Sale in Sarjapur Road Bangalore located in sarjapur road bangalore
"4 BHK Flat for Sale in G Corp The Icon North, Thanisandra Main Road, Bangalore","g corp the icon north, thanisandra main road, bangalore",₹3.24 Cr,32400000,4,4,,2159.0,195000.0,195000.0,32400000,8.5,0.25,8100000.0,24300000.0,210881.0,210881.0,4860000.0,11700000.0,37260000.0,58500000.0,BUY,"4 BHK Flat for Sale in G Corp The Icon North, Thanisandra Main Road, Bangalore located in g corp the icon north, thanisandra main road, bangalore"
"4 BHK Flat for Sale in Neeladri Sarovaram, Varthur, Bangalore","neeladri sarovaram, varthur, bangalore",₹1.90 Cr,19000000,4,3,,1500.0,195000.0,195000.0,19000000,8.5,0.25,4750000.0,14250000.0,123665.0,123665.0,2850000.0,11700000.0,21850000.0,58500000.0,BUY,"4 BHK Flat for Sale in Neeladri Sarovaram, Varthur, Bangalore located in neeladri sarovaram, varthur, bangalore"
"2 BHK Flat for Sale in SNN Raj Greenbay, Phase 2 Electronic City, Bangalore","snn raj greenbay, phase 2 electronic city, bangalore",₹1.56 Cr,15600000,2,2,1180.0,,43000.0,43000.0,15600000,8.5,0.25,3900000.0,11700000.0,101535.0,101535.0,2340000.0,2580000.0,17940000.0,12900000.0,RENT,"2 BHK Flat for Sale in SNN Raj Greenbay, Phase 2 Electronic City, Bangalore located in snn raj greenbay, phase 2 electronic city, bangalore"
"4 BHK Flat for Sale in Sobha Windsor, Whitefield, Bangalore","sobha windsor, whitefield, bangalore",₹4.20 Cr,42000000,4,4,3200.0,,195000.0,195000.0,42000000,8.5,0.25,10500000.0,31500000.0,273364.0,273364.0,6300000.0,11700000.0,48300000.0,58500000.0,BUY,"4 BHK Flat for Sale in Sobha Windsor, Whitefield, Bangalore located in sobha windsor, whitefield, bangalore"
"3 BHK Flat for Sale in Godrej Woodscapes, Budigere Cross, Bangalore","godrej woodscapes, budigere cross, bangalore",₹2.15 Cr,21500000,3,2,1429.0,,70000.0,70000.0,21500000,8.5,0.25,5375000.0,16125000.0,139936.0,139936.0,3225000.0,4200000.0,24725000.0,21000000.0,RENT,"3 BHK Flat for Sale in Godrej Woodscapes, Budigere Cross, Bangalore located in godrej woodscapes, budigere cross, bangalore"
"4 BHK Flat for Sale in Embassy Pristine, Bellandur, Outer Ring Road, Bangalore","embassy pristine, bellandur, outer ring road, bangalore",₹7.90 Cr,79000000,4,5,,3438.0,195000.0,195000.0,79000000,8.5,0.25,19750000.0,59250000.0,514185.0,514185.0,11850000.0,11700000.0,90850000.0,58500000.0,RENT,"4 BHK Flat for Sale in Embassy Pristine, Bellandur, Outer Ring Road, Bangalore located in embassy pristine, bellandur, outer ring road, bangalore"
"3 BHK Flat for Sale in Vanshikas Natures Harmony, Talaghattapura, Bangalore","vanshikas natures harmony, talaghattapura, bangalore",₹1.71 Cr,17100000,3,3,,1307.0,70000.0,70000.0,17100000,8.5,0.25,4275000.0,12825000.0,111298.0,111298.0,2565000.0,4200000.0,19665000.0,21000000.0,BUY,"3 BHK Flat for Sale in Vanshikas Natures Harmony, Talaghattapura, Bangalore located in vanshikas natures harmony, talaghattapura, bangalore"
4 BHK Villa for Sale in Kadugodi Road Bangalore,kadugodi road bangalore,₹9 Cr,90000000,4,5,4170.0,,195000.0,195000.0,90000000,8.5,0.25,22500000.0,67500000.0,585781.0,585781.0,13500000.0,11700000.0,103500000.0,58500000.0,RENT,4 BHK Villa for Sale in Kadugodi Road Bangalore located in kadugodi road bangalore
"3 BHK Flat for Sale in Rohan Ekanta, Gunjur, Bangalore","rohan ekanta, gunjur, bangalore",₹2.17 Cr,21700000,3,3,,1698.0,70000.0,70000.0,21700000,8.5,0.25,5425000.0,16275000.0,141238.0,141238.0,3255000.0,4200000.0,24955000.0,21000000.0,RENT,"3 BHK Flat for Sale in Rohan Ekanta, Gunjur, Bangalore located in rohan ekanta, gunjur, bangalore"
"4 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore","prestige raintree park, varthur, bangalore",₹3.90 Cr,39000000,4,4,,2451.0,195000.0,195000.0,39000000,8.5,0.25,9750000.0,29250000.0,253838.0,253838.0,5850000.0,11700000.0,44850000.0,58500000.0,BUY,"4 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore located in prestige raintree park, varthur, bangalore"
"5 BHK Flat for Sale in Mantri Espana, Bellandur, Outer Ring Road, Bangalore","mantri espana, bellandur, outer ring road, bangalore",₹7.10 Cr,71000000,5,5,,3905.0,454999.5,454999.5,71000000,8.5,0.25,17750000.0,53250000.0,462116.0,462116.0,10650000.0,27299970.0,81650000.0,136499850.0,BUY,"5 BHK Flat for Sale in Mantri Espana, Bellandur, Outer Ring Road, Bangalore located in mantri espana, bellandur, outer ring road, bangalore"
"3 BHK Flat for Sale in Brigade Insignia, Yelahanka Airforce Base, Bangalore","brigade insignia, yelahanka airforce base, bangalore",₹3.39 Cr,33900000,3,3,,1600.0,70000.0,70000.0,33900000,8.5,0.25,8475000.0,25425000.0,220644.0,220644.0,5085000.0,4200000.0,38985000.0,21000000.0,RENT,"3 BHK Flat for Sale in Brigade Insignia, Yelahanka Airforce Base, Bangalore located in brigade insignia, yelahanka airforce base, bangalore"
"2 BHK Flat for Sale in Icon Micasa, Chandapura, Bangalore","icon micasa, chandapura, bangalore",₹59 Lac,5900000,2,2,,600.0,43000.0,43000.0,5900000,8.5,0.25,1475000.0,4425000.0,38401.0,38401.0,885000.0,2580000.0,6785000.0,12900000.0,BUY,"2 BHK Flat for Sale in Icon Micasa, Chandapura, Bangalore located in icon micasa, chandapura, bangalore"
"3 BHK Flat for Sale in Purva Palm Beach, Hennur Main Road, Bangalore","purva palm beach, hennur main road, bangalore",₹2.15 Cr,21500000,3,3,,1222.0,70000.0,70000.0,21500000,8.5,0.25,5375000.0,16125000.0,139936.0,139936.0,3225000.0,4200000.0,24725000.0,21000000.0,RENT,"3 BHK Flat for Sale in Purva Palm Beach, Hennur Main Road, Bangalore located in purva palm beach, hennur main road, bangalore"
"4 BHK Flat for Sale in Radiance Platinum, Koramangala, Bangalore","radiance platinum, koramangala, bangalore",₹4.92 Cr,49200000,4,4,3056.0,,195000.0,195000.0,49200000,8.5,0.25,12300000.0,36900000.0,320227.0,320227.0,7380000.0,11700000.0,56580000.0,58500000.0,BUY,"4 BHK Flat for Sale in Radiance Platinum, Koramangala, Bangalore located in radiance platinum, koramangala, bangalore"
"2 BHK Flat for Sale in Sriven Daksha Elite, Bommasandra, Bangalore","sriven daksha elite, bommasandra, bangalore",₹45.9 Lac,4590000,2,2,835.0,,43000.0,43000.0,4590000,8.5,0.25,1147500.0,3442500.0,29875.0,29875.0,688500.0,2580000.0,5278500.0,12900000.0,BUY,"2 BHK Flat for Sale in Sriven Daksha Elite, Bommasandra, Bangalore located in sriven daksha elite, bommasandra, bangalore"
"3 BHK Flat for Sale in Provident Ecopolitan, Bagalur Colony, Bangalore","provident ecopolitan, bagalur colony, bangalore",₹1.28 Cr,12800000,3,3,,1050.0,70000.0,70000.0,12800000,8.5,0.25,3200000.0,9600000.0,83311.0,83311.0,1920000.0,4200000.0,14720000.0,21000000.0,BUY,"3 BHK Flat for Sale in Provident Ecopolitan, Bagalur Colony, Bangalore located in provident ecopolitan, bagalur colony, bangalore"
"3 BHK Flat for Sale in Total Environment Pursuit of a Radical Rhapsody, Whitefield, Bangalore","total environment pursuit of a radical rhapsody, whitefield, bangalore",₹5.20 Cr,52000000,3,3,,1927.0,70000.0,70000.0,52000000,8.5,0.25,13000000.0,39000000.0,338451.0,338451.0,7800000.0,4200000.0,59800000.0,21000000.0,RENT,"3 BHK Flat for Sale in Total Environment Pursuit of a Radical Rhapsody, Whitefield, Bangalore located in total environment pursuit of a radical rhapsody, whitefield, bangalore"
"4 BHK Flat for Sale in DSR The Address, Dommasandra, Bangalore","dsr the address, dommasandra, bangalore",₹2.72 Cr,27200000,4,4,,2055.0,195000.0,195000.0,27200000,8.5,0.25,6800000.0,20400000.0,177036.0,177036.0,4080000.0,11700000.0,31280000.0,58500000.0,BUY,"4 BHK Flat for Sale in DSR The Address, Dommasandra, Bangalore located in dsr the address, dommasandra, bangalore"
"3 BHK Flat for Sale in Prestige Elm Park, Whitefield, Bangalore","prestige elm park, whitefield, bangalore",₹3.20 Cr,32000000,3,4,,1238.0,70000.0,70000.0,32000000,8.5,0.25,8000000.0,24000000.0,208278.0,208278.0,4800000.0,4200000.0,36800000.0,21000000.0,RENT,"3 BHK Flat for Sale in Prestige Elm Park, Whitefield, Bangalore located in prestige elm park, whitefield, bangalore"
"2 BHK Flat for Sale in ELV The Ivory Terraces, Borewell Road, Bangalore","elv the ivory terraces, borewell road, bangalore",₹1.69 Cr,16900000,2,2,,840.0,43000.0,43000.0,16900000,8.5,0.25,4225000.0,12675000.0,109997.0,109997.0,2535000.0,2580000.0,19435000.0,12900000.0,RENT,"2 BHK Flat for Sale in ELV The Ivory Terraces, Borewell Road, Bangalore located in elv the ivory terraces, borewell road, bangalore"
"4 BHK Flat for Sale in Birla Tisya, Rajajinagar, Bangalore","birla tisya, rajajinagar, bangalore",₹4.20 Cr,42000000,4,4,,1753.0,195000.0,195000.0,42000000,8.5,0.25,10500000.0,31500000.0,273364.0,273364.0,6300000.0,11700000.0,48300000.0,58500000.0,BUY,"4 BHK Flat for Sale in Birla Tisya, Rajajinagar, Bangalore located in birla tisya, rajajinagar, bangalore"
"3 BHK Flat for Sale in SJR Blue Waters, Sarjapur Road, Bangalore","sjr blue waters, sarjapur road, bangalore",₹1.79 Cr,17900000,3,2,1470.0,,70000.0,70000.0,17900000,8.5,0.25,4475000.0,13425000.0,116505.0,116505.0,2685000.0,4200000.0,20585000.0,21000000.0,BUY,"3 BHK Flat for Sale in SJR Blue Waters, Sarjapur Road, Bangalore located in sjr blue waters, sarjapur road, bangalore"
4 BHK Villa for Sale in Chambenahalli Bangalore,chambenahalli bangalore,₹6 Cr,60000000,4,3,,3900.0,195000.0,195000.0,60000000,8.5,0.25,15000000.0,45000000.0,390520.0,390520.0,9000000.0,11700000.0,69000000.0,58500000.0,RENT,4 BHK Villa for Sale in Chambenahalli Bangalore located in chambenahalli bangalore
4 BHK Villa for Sale in Indiranagar Bangalore,indiranagar bangalore,₹11 Cr,110000000,4,6,4850.0,,195000.0,195000.0,110000000,8.5,0.25,27500000.0,82500000.0,715954.0,715954.0,16500000.0,11700000.0,126500000.0,58500000.0,RENT,4 BHK Villa for Sale in Indiranagar Bangalore located in indiranagar bangalore
"2 BHK Flat for Sale in Eden Park At The Prestige City, Sarjapura, Bangalore","eden park at the prestige city, sarjapura, bangalore",₹1.25 Cr,12500000,2,2,,640.0,43000.0,43000.0,12500000,8.5,0.25,3125000.0,9375000.0,81358.0,81358.0,1875000.0,2580000.0,14375000.0,12900000.0,RENT,"2 BHK Flat for Sale in Eden Park At The Prestige City, Sarjapura, Bangalore located in eden park at the prestige city, sarjapura, bangalore"
"4 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore","prestige raintree park, varthur, bangalore",₹3.70 Cr,37000000,4,4,2471.0,,195000.0,195000.0,37000000,8.5,0.25,9250000.0,27750000.0,240821.0,240821.0,5550000.0,11700000.0,42550000.0,58500000.0,BUY,"4 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore located in prestige raintree park, varthur, bangalore"
"3 BHK Flat for Sale in Sobha Athena, Thanisandra Main Road, Bangalore","sobha athena, thanisandra main road, bangalore",₹2.10 Cr,21000000,3,3,,1149.0,70000.0,70000.0,21000000,8.5,0.25,5250000.0,15750000.0,136682.0,136682.0,3150000.0,4200000.0,24150000.0,21000000.0,RENT,"3 BHK Flat for Sale in Sobha Athena, Thanisandra Main Road, Bangalore located in sobha athena, thanisandra main road, bangalore"
